sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
683,220,1,9,7,2640,,,-3,,
684,220,1,356,9,2640,,,-3,,
685,220,1,114,10,2640,,,-3,,
686,220,1,2,4,2640,,,-3,,
687,221,1,17,6,2640,,,-3,,
688,222,1,42,5,2640,,,-3,,
689,222,1,242,2,2640,,,-3,,
690,222,1,334,6,2640,,,-3,,
691,223,1,20,4,2700,,,-3,,
692,224,1,78,10,2700,,,-3,,
693,225,1,76,12,2700,,,-3,,
694,225,1,30,10,2700,,,-3,,
695,226,1,39,5,2760,,,-3,,
696,227,1,24,7,2760,,,-3,,
697,227,1,28,4,2760,,,-3,,
698,228,1,4,10,2760,,,-3,,
699,229,1,48,8,2760,,,-3,,
700,229,1,28,2,2760,,,-3,,
701,229,1,131,6,2760,,,-3,,
702,230,1,28,12,2760,,,-3,,
703,230,1,172,12,2760,,,-3,,
704,230,1,89,10,2760,,,-3,,
705,230,1,134,7,2760,,,-3,,
706,230,1,18,6,2760,,,-3,,
707,231,1,35,5,2760,,,-3,,
708,232,1,64,8,2820,,,-3,,
709,232,1,6,5,2820,,,-3,,
710,233,1,299,5,2880,,,-3,,
711,234,1,23,6,2880,,,-3,,
712,234,1,60,5,2880,,,-3,,
713,234,1,67,8,2880,,,-3,,
714,234,1,22,8,2880,,,-3,,
715,235,1,78,2,2880,,,-3,,
716,235,1,14,9,2880,,,-3,,
717,236,1,228,6,2880,,,-3,,
718,237,1,109,10,2940,,,-3,,
719,237,1,289,7,2940,,,-3,,
720,238,1,161,8,2940,,,-3,,
721,239,1,177,4,2940,,,-3,,
722,240,1,45,1,2940,,,-3,,
723,241,1,257,9,2940,,,-3,,
724,242,1,209,2,3000,,,-3,,
725,243,1,3,2,3000,,,-3,,
726,244,1,340,5,3000,,,-3,,
727,245,1,19,10,3000,,,-3,,
728,245,1,182,10,3000,,,-3,,
729,246,1,328,10,3060,,,-3,,
730,246,1,163,6,3060,,,-3,,
731,246,1,89,6,3060,,,-3,,
732,246,1,36,12,3060,,,-3,,
733,247,1,412,6,3120,,,-3,,
734,247,1,192,9,3120,,,-3,,
735,247,1,48,8,3120,,,-3,,
736,247,1,286,8,3120,,,-3,,
737,248,1,445,6,3120,,,-3,,
738,249,1,49,2,3120,,,-3,,
739,250,1,9,2,3180,,,-3,,
740,250,1,6,6,3180,,,-3,,
741,250,1,262,11,3180,,,-3,,
742,250,1,16,6,3180,,,-3,,
743,250,1,453,8,3180,,,-3,,
744,251,1,168,11,3180,,,-3,,
745,251,1,15,8,3180,,,-3,,
746,251,1,137,6,3180,,,-3,,
747,251,1,281,6,3180,,,-3,,
748,252,1,17,3,3180,,,-3,,
749,253,1,37,4,3180,,,-3,,
750,253,1,90,6,3180,,,-3,,
751,254,1,38,4,3180,,,-3,,
752,255,1,72,5,3240,,,-3,,
753,256,1,56,12,3240,,,-3,,
754,257,1,85,10,3240,,,-3,,
755,258,1,3,1,3240,,,-3,,
756,259,1,11,10,3300,,,-3,,
757,259,1,4,10,3300,,,-3,,
758,260,1,6,8,3300,,,-3,,
759,260,1,14,4,3300,,,-3,,
760,260,1,0,8,3300,,,-3,,
761,260,1,307,8,3300,,,-3,,
762,260,1,396,4,3300,,,-3,,
763,260,1,84,10,3300,,,-3,,
764,261,1,10,4,3300,,,-3,,
765,262,1,44,8,3300,,,-3,,
766,262,1,12,8,3300,,,-3,,
767,262,1,2,3,3300,,,-3,,
768,263,1,63,6,3300,,,-3,,
769,263,1,341,2,3300,,,-3,,
770,264,1,35,10,3300,,,-3,,
771,264,1,8,6,3300,,,-3,,
772,265,1,370,3,3300,,,-3,,
773,266,1,21,3,3360,,,-3,,
774,267,1,84,6,3360,,,-3,,
775,267,1,19,12,3360,,,-3,,
776,268,1,24,2,3360,,,-3,,
777,268,1,4,7,3360,,,-3,,
778,269,1,9,10,3360,,,-3,,
779,269,1,37,6,3360,,,-3,,
780,270,1,259,8,3360,,,-3,,
781,270,1,376,8,3360,,,-3,,
782,271,1,99,10,3360,,,-3,,
783,271,1,236,3,3360,,,-3,,
784,272,1,11,4,3360,,,-3,,
785,272,1,65,7,3360,,,-3,,
786,272,1,170,12,3360,,,-3,,
787,272,1,9,6,3360,,,-3,,
788,273,1,55,2,3420,,,-3,,
789,273,1,12,6,3420,,,-3,,
790,274,1,17,8,3420,,,-3,,
791,274,1,8,9,3420,,,-3,,
792,274,1,128,5,3420,,,-3,,
793,275,1,374,4,3420,,,-3,,
794,275,1,427,8,3420,,,-3,,
795,276,1,26,8,3480,,,-3,,
796,276,1,37,7,3480,,,-3,,
797,276,1,457,4,3480,,,-3,,
798,276,1,45,4,3480,,,-3,,
799,276,1,11,10,3480,,,-3,,
800,277,1,145,9,3480,,,-3,,
801,277,1,75,7,3480,,,-3,,
802,277,1,167,11,3480,,,-3,,
803,278,1,24,7,3480,,,-3,,
804,279,1,12,6,3480,,,-3,,
805,279,1,271,4,3480,,,-3,,
806,280,1,21,5,3480,,,-3,,
807,281,1,12,7,3540,,,-3,,
808,282,1,53,1,3540,,,-3,,
809,282,1,48,12,3540,,,-3,,
810,283,1,166,3,3540,,,-3,,
811,283,1,4,6,3540,,,-3,,
812,284,1,9,4,3540,,,-3,,
813,285,1,459,5,3600,,,-3,,
814,286,1,294,4,3600,,,-3,,
815,286,1,109,6,3600,,,-3,,
816,286,1,38,5,3600,,,-3,,
817,287,1,111,7,3600,,,-3,,
818,288,1,95,10,3600,,,-3,,
819,288,1,454,9,3600,,,-3,,
820,289,1,119,4,3600,,,-3,,
821,289,1,28,10,3600,,,-3,,
822,289,1,276,6,3600,,,-3,,
823,290,1,25,7,3600,,,-3,,
824,291,1,269,7,3600,,,-3,,
825,291,1,33,8,3600,,,-3,,
826,291,1,348,2,3600,,,-3,,
827,291,1,6,9,3600,,,-3,,
828,292,1,165,4,3600,,,-3,,
829,293,1,149,4,3600,,,-3,,
830,294,1,1,8,3600,,,-3,,
831,295,1,183,5,3600,,,-3,,
832,296,1,19,4,3600,,,-3,,
833,296,1,420,7,3600,,,-3,,
834,296,1,68,4,3600,,,-3,,
835,296,1,22,6,3600,,,-3,,
836,296,1,46,11,3600,,,-3,,
837,297,1,98,2,3600,,,-3,,
838,298,1,3,9,3600,,,-3,,
839,299,1,1,6,3660,,,-3,,
840,299,1,252,6,3660,,,-3,,
841,300,1,116,12,3660,,,-3,,
842,300,1,67,4,3660,,,-3,,
843,301,1,44,8,3660,,,-3,,
844,301,1,27,4,3660,,,-3,,
845,302,1,231,5,3720,,,-3,,
846,302,1,332,4,3720,,,-3,,
847,302,1,100,6,3720,,,-3,,
848,303,1,11,10,3720,,,-3,,
849,303,1,115,6,3720,,,-3,,
850,304,1,0,11,3720,,,-3,,
851,305,1,146,9,3720,,,-3,,
852,305,1,45,4,3720,,,-3,,
853,306,1,131,4,3720,,,-3,,
854,306,1,235,9,3720,,,-3,,
855,307,1,483,7,3780,,,-3,,
856,307,1,369,7,3780,,,-3,,
857,307,1,3,2,3780,,,-3,,
858,307,1,73,7,3780,,,-3,,
859,307,1,0,12,3780,,,-3,,
860,308,1,7,8,3780,,,-3,,
861,309,1,16,3,3780,,,-3,,
862,310,1,89,6,3780,,,-3,,
863,310,1,3,12,3780,,,-3,,
864,310,1,46,6,3780,,,-3,,
865,310,1,45,5,3780,,,-3,,
866,310,1,47,4,3780,,,-3,,
867,311,1,25,12,3780,,,-3,,
868,311,1,136,6,3780,,,-3,,
869,312,1,284,10,3780,,,-3,,
870,313,1,37,8,3780,,,-3,,
871,313,1,364,6,3780,,,-3,,
872,314,1,483,8,3840,,,-3,,
873,314,1,9,4,3840,,,-3,,
874,314,1,212,8,3840,,,-3,,
875,314,1,87,4,3840,,,-3,,
876,315,1,87,9,3840,,,-3,,
877,315,1,281,8,3840,,,-3,,
878,316,1,350,10,3900,,,-3,,
879,317,1,153,6,3900,,,-3,,
880,318,1,28,6,3900,,,-3,,
881,319,1,11,2,3900,,,-3,,
882,319,1,46,9,3900,,,-3,,
883,319,1,442,9,3900,,,-3,,
884,319,1,364,9,3900,,,-3,,
885,320,1,245,7,3900,,,-3,,
886,321,1,91,5,3960,,,-3,,
887,321,1,280,4,3960,,,-3,,
888,321,1,1,5,3960,,,-3,,
889,321,1,4,8,3960,,,-3,,
890,322,1,423,8,3960,,,-3,,
891,322,1,43,9,3960,,,-3,,
892,322,1,384,11,3960,,,-3,,
893,323,1,100,7,3960,,,-3,,
894,324,1,22,6,3960,,,-3,,
895,324,1,454,8,3960,,,-3,,
896,324,1,49,8,3960,,,-3,,
897,325,1,59,12,4020,,,-3,,
898,326,1,0,9,4020,,,-3,,
899,327,1,321,6,4020,,,-3,,
900,327,1,474,6,4020,,,-3,,
901,327,1,47,2,4020,,,-3,,
902,328,1,14,7,4020,,,-3,,
903,328,1,65,6,4020,,,-3,,
904,328,1,398,2,4020,,,-3,,
905,329,1,2,5,4020,,,-3,,
906,329,1,9,6,4020,,,-3,,
907,329,1,402,9,4020,,,-3,,
908,329,1,7,7,4020,,,-3,,
909,329,1,25,2,4020,,,-3,,
910,330,1,1,2,4020,,,-3,,
911,331,1,392,4,4080,,,-3,,
912,332,1,381,8,4080,,,-3,,
913,332,1,30,10,4080,,,-3,,
914,332,1,8,9,4080,,,-3,,
915,333,1,102,4,4080,,,-3,,
916,334,1,45,2,4140,,,-3,,
917,335,1,0,8,4140,,,-3,,
918,335,1,370,4,4140,,,-3,,
919,335,1,276,4,4140,,,-3,,
920,335,1,229,6,4140,,,-3,,
921,336,1,11,9,4140,,,-3,,
922,337,1,60,4,4140,,,-3,,
923,337,1,168,10,4140,,,-3,,
924,337,1,48,12,4140,,,-3,,
925,338,1,44,8,4140,,,-3,,
926,338,1,36,8,4140,,,-3,,
927,338,1,142,12,4140,,,-3,,
928,339,1,12,10,4200,,,-3,,
929,339,1,140,8,4200,,,-3,,
930,339,1,295,9,4200,,,-3,,
931,339,1,121,10,4200,,,-3,,
932,339,1,40,9,4200,,,-3,,
933,340,1,43,2,4200,,,-3,,
934,340,1,482,4,4200,,,-3,,
935,340,1,14,3,4200,,,-3,,
936,341,1,198,8,4200,,,-3,,
937,341,1,274,6,4200,,,-3,,
938,341,1,18,4,4200,,,-3,,
939,341,1,0,9,4200,,,-3,,
940,341,1,61,2,4200,,,-3,,
941,341,1,197,6,4200,,,-3,,
942,342,1,65,7,4200,,,-3,,
943,342,1,5,9,4200,,,-3,,
944,343,1,39,9,4200,,,-3,,
945,344,1,111,4,4260,,,-3,,
946,344,1,146,10,4260,,,-3,,
947,345,1,4,8,4260,,,-3,,
948,346,1,26,9,4260,,,-3,,
949,346,1,82,4,4260,,,-3,,
950,346,1,31,8,4260,,,-3,,
951,346,1,48,12,4260,,,-3,,
952,346,1,6,10,4260,,,-3,,
953,347,1,24,3,4260,,,-3,,
954,348,1,5,4,4260,,,-3,,
955,349,1,3,10,4260,,,-3,,
956,349,1,105,8,4260,,,-3,,
957,349,1,79,12,4260,,,-3,,
958,350,1,169,7,4320,,,-3,,
959,351,1,29,4,4320,,,-3,,
960,351,1,10,12,4320,,,-3,,
961,351,1,58,6,4320,,,-3,,
962,351,1,426,2,4320,,,-3,,
963,352,1,123,6,4320,,,-3,,
964,352,1,148,4,4320,,,-3,,
965,353,1,9,6,4380,,,-3,,
966,354,1,20,8,4380,,,-3,,
967,354,1,83,5,4380,,,-3,,
968,355,1,7,8,4380,,,-3,,
969,356,1,0,12,4380,,,-3,,
970,357,1,363,8,4380,,,-3,,
971,358,1,31,6,4440,,,-3,,
972,358,1,0,11,4440,,,-3,,
973,358,1,2,3,4440,,,-3,,
974,359,1,1,9,4440,,,-3,,
975,359,1,7,12,4440,,,-3,,
976,359,1,164,6,4440,,,-3,,
977,360,1,66,4,4440,,,-3,,
978,361,1,116,8,4440,,,-3,,
979,361,1,8,4,4440,,,-3,,
980,361,1,169,6,4440,,,-3,,
981,361,1,159,9,4440,,,-3,,
982,362,1,117,4,4440,,,-3,,
983,363,1,41,8,4440,,,-3,,
984,364,1,21,6,4500,,,-3,,
985,365,1,28,4,4500,,,-3,,
986,365,1,221,8,4500,,,-3,,
987,365,1,27,6,4500,,,-3,,
988,365,1,23,8,4500,,,-3,,
989,365,1,36,10,4500,,,-3,,
990,366,1,179,5,4500,,,-3,,
991,366,1,92,7,4500,,,-3,,
992,367,1,363,8,4500,,,-3,,
993,368,1,125,6,4500,,,-3,,
994,368,1,198,10,4500,,,-3,,
995,369,1,46,4,4560,,,-3,,
996,370,1,397,3,4560,,,-3,,
997,370,1,59,12,4560,,,-3,,
998,370,1,0,3,4560,,,-3,,
999,370,1,256,8,4560,,,-3,,
1000,371,1,132,5,4560,,,-3,,
1001,372,1,87,8,4560,,,-3,,
1002,373,1,72,7,4620,,,-3,,
1003,373,1,18,12,4620,,,-3,,
1004,374,1,232,7,4620,,,-3,,
1005,375,1,36,8,4620,,,-3,,
1006,375,1,77,3,4620,,,-3,,
1007,375,1,62,4,4620,,,-3,,
1008,376,1,258,9,4620,,,-3,,
1009,376,1,134,5,4620,,,-3,,
1010,377,1,41,5,4680,,,-3,,
1011,378,1,467,12,4680,,,-3,,
1012,379,1,494,4,4680,,,-3,,
1013,380,1,1,7,4680,,,-3,,
1014,380,1,67,6,4680,,,-3,,
1015,381,1,1,5,4680,,,-3,,
1016,381,1,32,10,4680,,,-3,,
1017,381,1,42,6,4680,,,-3,,
1018,382,1,0,6,4680,,,-3,,
1019,382,1,242,8,4680,,,-3,,
1020,382,1,48,4,4680,,,-3,,
1021,382,1,9,6,4680,,,-3,,
1022,383,1,1,8,4680,,,-3,,
1023,383,1,36,11,4680,,,-3,,
1024,384,1,156,6,4680,,,-3,,
1025,385,1,151,8,4740,,,-3,,
1026,385,1,28,12,4740,,,-3,,
1027,386,1,52,4,4740,,,-3,,
1028,386,1,5,2,4740,,,-3,,
1029,387,1,91,9,4740,,,-3,,
1030,387,1,2,9,4740,,,-3,,
1031,388,1,100,10,4740,,,-3,,
1032,388,1,4,7,4740,,,-3,,
1033,388,1,59,11,4740,,,-3,,
1034,388,1,180,4,4740,,,-3,,
1035,388,1,1,11,4740,,,-3,,
1036,389,1,74,10,4800,,,-3,,
1037,390,1,4,7,4800,,,-3,,
1038,390,1,195,6,4800,,,-3,,
1039,391,1,268,5,4800,,,-3,,
1040,391,1,52,4,4800,,,-3,,
1041,391,1,31,6,4800,,,-3,,
1042,392,1,199,10,4800,,,-3,,
1043,392,1,224,7,4800,,,-3,,
1044,393,1,118,4,4800,,,-3,,
1045,393,1,49,3,4800,,,-3,,
1046,394,1,12,4,4860,,,-3,,
1047,394,1,129,4,4860,,,-3,,
1048,394,1,137,10,4860,,,-3,,
1049,394,1,296,6,4860,,,-3,,
1050,395,1,0,5,4920,,,-3,,
1051,395,1,22,2,4920,,,-3,,
1052,395,1,169,4,4920,,,-3,,
1053,396,1,24,11,4920,,,-3,,
1054,397,1,26,6,4920,,,-3,,
1055,397,1,254,6,4920,,,-3,,
1056,398,1,5,5,4920,,,-3,,
1057,398,1,0,2,4920,,,-3,,
1058,399,1,42,11,4920,,,-3,,
1059,399,1,0,6,4920,,,-3,,
1060,400,1,148,8,4980,,,-3,,
1061,400,1,6,11,4980,,,-3,,
1062,400,1,2,2,4980,,,-3,,
1063,400,1,21,1,4980,,,-3,,
1064,400,1,398,6,4980,,,-3,,
1065,401,1,274,8,4980,,,-3,,
1066,402,1,24,8,4980,,,-3,,
1067,403,1,118,4,5040,,,-3,,
1068,403,1,263,4,5040,,,-3,,
1069,404,1,25,4,5040,,,-3,,
1070,404,1,30,11,5040,,,-3,,
1071,405,1,108,4,5040,,,-3,,
1072,406,1,21,6,5100,,,-3,,
1073,406,1,70,8,5100,,,-3,,
1074,407,1,499,9,5100,,,-3,,
1075,408,1,5,5,5100,,,-3,,
1076,409,1,24,5,5100,,,-3,,
1077,409,1,2,5,5100,,,-3,,
1078,409,1,44,4,5100,,,-3,,
1079,409,1,138,6,5100,,,-3,,
1080,409,1,1,4,5100,,,-3,,
1081,410,1,180,8,5100,,,-3,,
1082,411,1,27,2,5100,,,-3,,
1083,411,1,83,12,5100,,,-3,,
1084,412,1,57,2,5100,,,-3,,
1085,413,1,433,8,5160,,,-3,,
1086,413,1,3,8,5160,,,-3,,
1087,414,1,44,4,5160,,,-3,,
1088,415,1,31,4,5220,,,-3,,
1089,416,1,35,9,5220,,,-3,,
1090,416,1,210,4,5220,,,-3,,
1091,417,1,15,5,5220,,,-3,,
1092,417,1,48,12,5220,,,-3,,
1093,418,1,97,4,5220,,,-3,,
1094,419,1,264,4,5220,,,-3,,
1095,420,1,5,7,5220,,,-3,,
1096,420,1,129,4,5220,,,-3,,
1097,421,1,85,4,5220,,,-3,,
1098,422,1,196,4,5280,,,-3,,
1099,422,1,34,6,5280,,,-3,,
1100,423,1,4,6,5280,,,-3,,
1101,424,1,277,12,5280,,,-3,,
1102,424,1,18,4,5280,,,-3,,
1103,425,1,6,4,5280,,,-3,,
1104,425,1,89,7,5280,,,-3,,
1105,425,1,171,10,5280,,,-3,,
1106,425,1,119,8,5280,,,-3,,
1107,425,1,359,6,5280,,,-3,,
1108,425,1,93,4,5280,,,-3,,
1109,425,1,175,4,5280,,,-3,,
1110,426,1,159,6,5280,,,-3,,
1111,427,1,126,10,5280,,,-3,,
1112,428,1,357,4,5280,,,-3,,
1113,428,1,61,9,5280,,,-3,,
1114,428,1,81,4,5280,,,-3,,
1115,429,1,389,6,5340,,,-3,,
1116,429,1,183,2,5340,,,-3,,
1117,429,1,9,8,5340,,,-3,,
1118,430,1,346,8,5340,,,-3,,
1119,431,1,178,2,5340,,,-3,,
1120,432,1,20,3,5340,,,-3,,
1121,433,1,12,11,5340,,,-3,,
1122,434,1,0,6,5340,,,-3,,
1123,434,1,172,11,5340,,,-3,,
1124,434,1,13,5,5340,,,-3,,
1125,435,1,20,2,5400,,,-3,,
1126,436,1,19,8,5400,,,-3,,
1127,436,1,26,5,5400,,,-3,,
1128,437,1,448,7,5400,,,-3,,
1129,438,1,2,10,5400,,,-3,,
1130,439,1,453,7,5400,,,-3,,
1131,440,1,10,6,5400,,,-3,,
1132,441,1,84,4,5460,,,-3,,
1133,442,1,74,8,5460,,,-3,,
1134,443,1,187,4,5460,,,-3,,
1135,443,1,28,12,5460,,,-3,,
1136,444,1,6,11,5460,,,-3,,
1137,445,1,278,4,5460,,,-3,,
1138,446,1,14,8,5460,,,-3,,
1139,446,1,47,7,5460,,,-3,,
1140,447,1,308,4,5520,,,-3,,
1141,447,1,55,6,5520,,,-3,,
1142,447,1,3,3,5520,,,-3,,
1143,447,1,1,3,5520,,,-3,,
1144,448,1,399,2,5520,,,-3,,
1145,448,1,6,9,5520,,,-3,,
1146,448,1,79,5,5520,,,-3,,
1147,448,1,239,12,5520,,,-3,,
1148,448,1,245,2,5520,,,-3,,
1149,449,1,58,4,5520,,,-3,,
1150,449,1,281,5,5520,,,-3,,
1151,449,1,0,6,5520,,,-3,,
1152,450,1,364,6,5520,,,-3,,
1153,451,1,43,12,5520,,,-3,,
1154,452,1,3,1,5520,,,-3,,
1155,452,1,28,9,5520,,,-3,,
1156,452,1,124,8,5520,,,-3,,
1157,452,1,24,4,5520,,,-3,,
1158,452,1,174,9,5520,,,-3,,
1159,452,1,12,5,5520,,,-3,,
1160,452,1,328,1,5520,,,-3,,
1161,453,1,97,3,5580,,,-3,,
1162,453,1,14,7,5580,,,-3,,
1163,453,1,172,4,5580,,,-3,,
1164,454,1,11,6,5580,,,-3,,
1165,454,1,23,4,5580,,,-3,,
1166,455,1,7,12,5580,,,-3,,
1167,455,1,357,6,5580,,,-3,,
1168,455,1,4,8,5580,,,-3,,
1169,456,1,160,4,5580,,,-3,,
1170,456,1,53,4,5580,,,-3,,
1171,457,1,2,7,5640,,,-3,,
1172,457,1,43,10,5640,,,-3,,
1173,458,1,31,6,5640,,,-3,,
1174,459,1,12,10,5640,,,-3,,
1175,459,1,45,5,5640,,,-3,,
1176,460,1,8,1,5640,,,-3,,
1177,460,1,91,10,5640,,,-3,,
1178,460,1,3,2,5640,,,-3,,
1179,461,1,172,6,5640,,,-3,,
1180,461,1,38,7,5640,,,-3,,
1181,462,1,106,4,5640,,,-3,,
1182,463,1,145,2,5640,,,-3,,
1183,464,1,192,6,5640,,,-3,,
1184,465,1,168,7,5640,,,-3,,
1185,466,1,19,5,5700,,,-3,,
1186,467,1,9,7,5700,,,-3,,
1187,467,1,364,6,5700,,,-3,,
1188,468,1,30,1,5700,,,-3,,
1189,469,1,8,5,5700,,,-3,,
1190,470,1,81,10,5700,,,-3,,
1191,471,1,149,2,5700,,,-3,,
1192,472,1,47,6,5700,,,-3,,
1193,473,1,7,10,5760,,,-3,,
1194,473,1,452,9,5760,,,-3,,
1195,474,1,18,6,5760,,,-3,,
1196,474,1,147,4,5760,,,-3,,
1197,475,1,44,11,5760,,,-3,,
1198,476,1,24,8,5760,,,-3,,
1199,476,1,3,7,5760,,,-3,,
1200,476,1,38,1,5760,,,-3,,
1201,476,1,12,5,5760,,,-3,,
1202,477,1,147,9,5760,,,-3,,
1203,477,1,37,8,5760,,,-3,,
1204,477,1,368,7,5760,,,-3,,
1205,478,1,110,9,5760,,,-3,,
1206,479,1,278,5,5760,,,-3,,
1207,480,1,41,2,5760,,,-3,,
1208,480,1,34,7,5760,,,-3,,
1209,481,1,273,11,5820,,,-3,,
1210,482,1,25,12,5820,,,-3,,
1211,483,1,68,11,5820,,,-3,,
1212,483,1,11,6,5820,,,-3,,
1213,483,1,69,2,5820,,,-3,,
1214,483,1,159,2,5820,,,-3,,
1215,483,1,142,5,5820,,,-3,,
1216,484,1,456,4,5820,,,-3,,
1217,485,1,212,10,5880,,,-3,,
1218,486,1,33,3,5880,,,-3,,
1219,487,1,215,8,5880,,,-3,,
1220,487,1,4,12,5880,,,-3,,
1221,487,1,28,7,5880,,,-3,,
1222,488,1,285,8,5880,,,-3,,
1223,488,1,35,3,5880,,,-3,,
1224,489,1,37,6,5940,,,-3,,
1225,490,1,4,4,5940,,,-3,,
1226,490,1,43,4,5940,,,-3,,
1227,491,1,9,2,5940,,,-3,,
1228,491,1,47,4,5940,,,-3,,
1229,492,1,1,8,6000,,,-3,,
1230,493,1,51,12,6000,,,-3,,
1231,493,1,379,6,6000,,,-3,,
1232,494,1,47,6,6000,,,-3,,
1233,495,1,8,2,6000,,,-3,,
1234,495,1,21,3,6000,,,-3,,
1235,496,1,257,8,6000,,,-3,,
1236,497,1,169,6,6000,,,-3,,
1237,498,1,93,6,6000,,,-3,,
1238,498,1,75,11,6000,,,-3,,
1239,498,1,368,7,6000,,,-3,,
1240,499,1,228,3,6000,,,-3,,
1241,500,1,248,9,6000,,,-3,,
1242,500,1,36,7,6000,,,-3,,
1243,500,1,47,6,6000,,,-3,,
1244,501,1,10,4,6000,,,-3,,
1245,502,1,169,5,6060,,,-3,,
1246,502,1,154,9,6060,,,-3,,
1247,502,1,89,11,6060,,,-3,,
1248,502,1,63,10,6060,,,-3,,
1249,502,1,15,5,6060,,,-3,,
1250,502,1,302,9,6060,,,-3,,
1251,503,1,44,5,6060,,,-3,,
1252,503,1,2,3,6060,,,-3,,
1253,503,1,5,6,6060,,,-3,,
1254,503,1,22,8,6060,,,-3,,
1255,503,1,105,6,6060,,,-3,,
1256,503,1,12,3,6060,,,-3,,
1257,503,1,0,3,6060,,,-3,,
1258,504,1,318,10,6060,,,-3,,
1259,505,1,120,7,6060,,,-3,,
1260,505,1,149,12,6060,,,-3,,
1261,505,1,6,10,6060,,,-3,,
1262,505,1,141,8,6060,,,-3,,
1263,506,1,92,8,6060,,,-3,,
1264,506,1,47,8,6060,,,-3,,
1265,507,1,35,8,6060,,,-3,,
1266,507,1,3,4,6060,,,-3,,
1267,508,1,41,6,6060,,,-3,,
1268,508,1,19,6,6060,,,-3,,
1269,509,1,1,3,6060,,,-3,,
1270,510,1,12,12,6060,,,-3,,
1271,510,1,185,2,6060,,,-3,,
1272,511,1,22,10,6060,,,-3,,
1273,512,1,3,12,6120,,,-3,,
1274,512,1,43,5,6120,,,-3,,
1275,512,1,1,7,6120,,,-3,,
1276,513,1,43,7,6120,,,-3,,
1277,513,1,20,6,6120,,,-3,,
1278,513,1,399,7,6120,,,-3,,
1279,513,1,384,5,6120,,,-3,,
1280,513,1,0,6,6120,,,-3,,
1281,514,1,21,5,6120,,,-3,,
1282,515,1,3,7,6180,,,-3,,
1283,516,1,255,6,6180,,,-3,,
1284,516,1,19,4,6180,,,-3,,
1285,517,1,21,7,6180,,,-3,,
1286,518,1,168,10,6180,,,-3,,
1287,519,1,194,12,6180,,,-3,,
1288,519,1,422,7,6180,,,-3,,
1289,520,1,160,9,6240,,,-3,,
1290,520,1,23,4,6240,,,-3,,
1291,521,1,117,11,6240,,,-3,,
1292,522,1,1,8,6240,,,-3,,
1293,523,1,126,9,6240,,,-3,,
1294,524,1,64,4,6240,,,-3,,
1295,525,1,3,8,6240,,,-3,,
1296,525,1,316,8,6240,,,-3,,
1297,525,1,201,4,6240,,,-3,,
1298,526,1,8,4,6240,,,-3,,
1299,527,1,406,4,6300,,,-3,,
1300,527,1,10,6,6300,,,-3,,
1301,528,1,10,3,6300,,,-3,,
1302,529,1,5,6,6300,,,-3,,
1303,529,1,106,6,6300,,,-3,,
1304,530,1,3,1,6360,,,-3,,
1305,530,1,252,8,6360,,,-3,,
1306,530,1,78,7,6360,,,-3,,
1307,531,1,17,2,6360,,,-3,,
1308,532,1,258,9,6360,,,-3,,
1309,533,1,10,6,6360,,,-3,,
1310,534,1,398,8,6360,,,-3,,
1311,534,1,483,3,6360,,,-3,,
1312,534,1,131,4,6360,,,-3,,
1313,534,1,470,4,6360,,,-3,,
1314,534,1,15,2,6360,,,-3,,
1315,535,1,192,4,6360,,,-3,,
1316,536,1,151,6,6420,,,-3,,
1317,537,1,68,9,6420,,,-3,,
1318,537,1,4,6,6420,,,-3,,
1319,538,1,52,4,6420,,,-3,,
1320,538,1,7,6,6420,,,-3,,
1321,539,1,206,7,6420,,,-3,,
1322,540,1,217,11,6420,,,-3,,
1323,541,1,1,6,6420,,,-3,,
1324,541,1,85,6,6420,,,-3,,
1325,541,1,49,6,6420,,,-3,,
1326,542,1,49,6,6420,,,-3,,
1327,543,1,438,9,6480,,,-3,,
1328,543,1,365,11,6480,,,-3,,
1329,544,1,94,8,6480,,,-3,,
1330,544,1,79,7,6480,,,-3,,
1331,545,1,434,2,6480,,,-3,,
1332,546,1,7,10,6480,,,-3,,
1333,546,1,203,8,6480,,,-3,,
1334,547,1,46,6,6480,,,-3,,
1335,548,1,27,8,6540,,,-3,,
1336,548,1,466,10,6540,,,-3,,
1337,549,1,11,8,6540,,,-3,,
1338,549,1,8,6,6540,,,-3,,
1339,549,1,280,8,6540,,,-3,,
1340,549,1,271,6,6540,,,-3,,
1341,550,1,10,9,6540,,,-3,,
1342,550,1,34,8,6540,,,-3,,
1343,551,1,3,10,6540,,,-3,,
1344,551,1,13,6,6540,,,-3,,
1345,552,1,142,10,6540,,,-3,,
1346,553,1,5,11,6540,,,-3,,
1347,553,1,439,5,6540,,,-3,,
1348,553,1,3,11,6540,,,-3,,
1349,553,1,6,8,6540,,,-3,,
1350,554,1,404,3,6540,,,-3,,
1351,554,1,372,4,6540,,,-3,,
1352,555,1,81,6,6600,,,-3,,
1353,555,1,39,5,6600,,,-3,,
1354,556,1,48,4,6600,,,-3,,
1355,557,1,15,10,6660,,,-3,,
1356,558,1,25,10,6660,,,-3,,
1357,559,1,8,1,6660,,,-3,,
1358,560,1,2,3,6660,,,-3,,
1359,560,1,25,8,6660,,,-3,,
1360,561,1,34,11,6720,,,-3,,
1361,562,1,142,4,6720,,,-3,,
